name,gender,wikipedia_page,award_comb,state,first_honours_date,first_honours_year,pre_post_wikipedia,wikipedia_url,wikipedia_page_id,award_id,wp_creation_date,honours_date,wikipedia_creation_year,honours_year,award_name,announcement_event,division,citation,person_description,number_of_honours,new_honours_date,new_honours_year,wp_creation_year,time_diff,year_diff,wikipedia_week,new_honours_week,week_diff
Bertram Ballard,Male,Yes,AM,VIC,1981-06-07,1981,Pre,https://en.wikipedia.org/wiki/Bertram_Ballard,49330732,885343,2016-02-05,1981-06-07,2016,1981,Member of the Order of Australia,The Queen's Birthday 1981 Honours List,G,In recognition of service to the public service as a diplomatic representative,(1903-1981) diplomat,1,2001-01-15,2001,2016,5499,15,2016-W05,2001-W03,785
Beryl Beaurepaire,Female,Yes,AC,VIC,1991-06-09,1991,Pre,https://en.wikipedia.org/wiki/Beryl_Beaurepaire,7045762,869978,2006-09-18,1991-06-09,2006,1991,Companion of the Order of Australia,The Queen's Birthday 1991 Honours List,G,"In recognition of service to the community, particularly as Chairman of the Council of the Australian War Memorial",Australian political activist and feminist (1923-2018),1,2001-01-15,2001,2006,2072,5,2006-W38,2001-W03,296
Beryl Elaine Jacka,Female,Yes,AM,VIC,1979-01-25,1979,Pre,https://en.wikipedia.org/wiki/Beryl_Elaine_Jacka,50812413,884298,2016-06-15,1979-01-25,2016,1979,Member of the Order of Australia,Australia Day 1979 Honours List,G,For service to the mining industry.,(1913-1989) administrator,1,2001-01-15,2001,2016,5630,15,2016-W24,2001-W03,804
Beryl Evans,Female,Yes,OAM,NSW,2006-01-25,2006,Post,https://en.wikipedia.org/wiki/Beryl_Evans,24238061,1131636,2009-06-01,2006-01-25,2009,2006,Medal of the Order of Australia,Australia Day 2006 Honours List,G,"For service to the community through a range of ex-service, parliamentary and local government organisations.",Australian politician,1,2006-01-25,2006,2009,1223,3,2009-W23,2006-W04,174
Beryl Grant,Female,Yes,AO,WA,2000-06-11,2000,Pre,https://en.wikipedia.org/wiki/Beryl_Grant,55493956,1136575,2017-10-10,2000-06-11,2017,2000,Officer of the Order of Australia,The Queen's Birthday 2000 Honours List,G,"In recognition of service to nursing and to the community through the support and development of services and programmes for children and families, particularly in rural and remote areas of Australia.","Australian nurse, community worker, and public servant (1921–2017)",1,2001-01-15,2001,2017,6112,16,2017-W41,2001-W03,873
Beryl Nashar,Female,Yes,AO,NSW,2002-06-09,2002,Post,https://en.wikipedia.org/wiki/Beryl_Nashar,51395339,1040428,2016-08-23,2002-06-09,2016,2002,Officer of the Order of Australia,The Queen's Birthday 2002 Honours List,NA,"For  service to the community, particularly through raising awareness of issues affecting women, and to education.",Australian geologist,1,2002-06-09,2002,2016,5189,14,2016-W34,2002-W23,741
Beth Gott,Female,Yes,AM,VIC,2017-06-11,2017,Post,https://en.wikipedia.org/wiki/Beth_Gott,71292863,1769773,2022-07-15,2017-06-11,2022,2017,Member of the Order of Australia,The Queen's Birthday 2017 Honours List,G,For significant service to the biological sciences as an ethnobotanist specialising in the study of the use of native plants by Indigenous people.,Australian botanist and ethnobotanist,1,2017-06-11,2017,2022,1860,5,2022-W28,2017-W23,265
Beth Schultz,Female,Yes,AO,WA,2007-06-10,2007,Post,https://en.wikipedia.org/wiki/Beth_Schultz,69911750,1134673,2022-01-29,2007-06-10,2022,2007,Officer of the Order of Australia,The Queen's Birthday 2007 Honours List,G,"For service to conservation and the environment in Western Australia, particularly through the protection of the South West old growth forests.",Australian environmentalist,1,2007-06-10,2007,2022,5347,15,2022-W04,2007-W23,763
Bettina Arndt,Female,Yes,AM,NSW,2020-01-25,2020,Post,https://en.wikipedia.org/wiki/Bettina_Arndt,3746004,2005258,2006-01-17,2020-01-25,2006,2020,Member of the Order of Australia,Australia Day 2020 Honours List,G,"For significant service to the community as a&nbsp;social commentator, and to gender equity through advocacy for men.",Australian sex therapist,1,2020-01-25,2020,2006,-5121,-14,2006-W03,2020-W04,-732
Bettina Cass,Female,Yes,AO,NSW,1990-01-25,1990,Pre,https://en.wikipedia.org/wiki/Bettina_Cass,66069004,872653,2020-12-11,1990-01-25,2020,1990,Officer of the Order of Australia,Australia Day 1990 Honours List,G,In recognition of service to social security policy and women's affairs,sociologist and social policy of work and welfare researcher,1,2001-01-15,2001,2020,7270,19,2020-W50,2001-W03,1038
Betty Burstall,Female,Yes,AM,VIC,1993-06-12,1993,Pre,https://en.wikipedia.org/wiki/Betty_Burstall,39723160,870167,2013-06-20,1993-06-12,2013,1993,Member of the Order of Australia,The Queen's Birthday 1993 Honours List,G,In recognition of service to the performing arts,Australian theatre director,1,2001-01-15,2001,2013,4539,12,2013-W25,2001-W03,648
Betty Churcher,Female,Yes,AO,NSW,1990-06-10,1990,Pre,https://en.wikipedia.org/wiki/Betty_Churcher,2619302,870115,2005-09-05,1996-06-10,2005,1996,Officer of the Order of Australia,The Queen's Birthday 1996 Honours List,G,In recognition of service to art and to the community as Director of the Australian National Gallery,Australian art gallery director (1931-2015),2,2001-01-15,2001,2005,1694,4,2005-W36,2001-W03,242
Betty Cuthbert,Female,Yes,AC,WA,1984-01-25,1984,Pre,https://en.wikipedia.org/wiki/Betty_Cuthbert,70740,2000838,2002-08-12,2018-01-25,2002,2018,Companion of the Order of Australia,Australia Day 2018 Honours List,G,"For eminent service to athletics at the national and international level, particularly as a gold medallist at the Melbourne and Tokyo Olympic Games, and as a role model, fundraiser, and advocate for research into a cure for multiple sclerosis.",Australian sprinter,2,2001-01-15,2001,2002,574,1,2002-W33,2001-W03,82
Betty Davy,Female,Yes,OAM,NSW,1995-06-11,1995,Pre,https://en.wikipedia.org/wiki/Betty_Davy,43543003,875099,2014-08-13,1995-06-11,2014,1995,Medal of the Order of Australia,The Queen's Birthday 1995 Honours List,G,In recognition of service to the community,Australian teacher (1919-2010),1,2001-01-15,2001,2014,4958,13,2014-W33,2001-W03,708
Betty Kitchener,Female,Yes,AM,VIC,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Betty_Kitchener,34162428,1150860,2011-12-23,2015-01-25,2011,2015,Member of the Order of Australia,Australia Day 2015 Honours List,G,"For significant service to the community through mental health support, research and education programs.",Australian mental health educator,2,2008-01-25,2008,2011,1428,3,2011-W51,2008-W04,204
Bev Harrell,Female,Yes,OAM,SA,2006-01-25,2006,Post,https://en.wikipedia.org/wiki/Bev_Harrell,63289630,1131700,2020-03-05,2006-01-25,2020,2006,Medal of the Order of Australia,Australia Day 2006 Honours List,G,For service to the entertainment industry as a singer and to the community in the support of ex-service welfare organisations.,Australian singer,1,2006-01-25,2006,2020,5153,14,2020-W10,2006-W04,736
Bevan George,Male,Yes,OAM,WA,2005-01-25,2005,Post,https://en.wikipedia.org/wiki/Bevan_George,3619444,1057867,2006-01-05,2005-01-25,2006,2005,Medal of the Order of Australia,Australia Day 2005 Honours List,NA,For service to sport as a Gold Medallist at the Athens 2004 Olympic Games.,field hockey player,1,2005-01-25,2005,2006,345,1,2006-W01,2005-W04,49
Bevan Lee,Male,Yes,OAM,NSW,2019-01-25,2019,Post,https://en.wikipedia.org/wiki/Bevan_Lee,34479868,2003165,2012-01-24,2019-01-25,2012,2019,Medal of the Order of Australia,Australia Day 2019 Honours List,G,"For service to the broadcast media, particularly to television.",Australian writer and television executive,1,2019-01-25,2019,2012,-2558,-7,2012-W04,2019-W04,-366
Bill Baxter (Victorian politician),Male,Yes,AM,VIC,2018-01-25,2018,Post,https://en.wikipedia.org/wiki/Bill_Baxter_(Victorian_politician),1302347,2000744,2004-12-21,2018-01-25,2004,2018,Member of the Order of Australia,Australia Day 2018 Honours List,G,For significant service to the people and Parliament of Victoria.,Australian politician,1,2018-01-25,2018,2004,-4783,-14,2004-W52,2018-W04,-684
Bill Blevin,Male,Yes,AM,NSW,1989-06-11,1989,Pre,https://en.wikipedia.org/wiki/Bill_Blevin,52720191,886041,2016-12-29,1989-06-11,2016,1989,Member of the Order of Australia,The Queen's Birthday 1989 Honours List,G,"In recognition of service to science, particularly in the field of applied physics",Australian physicist,1,2001-01-15,2001,2016,5827,15,2016-W52,2001-W03,832
Bill Borthwick,Male,Yes,AM,VIC,1987-06-07,1987,Pre,https://en.wikipedia.org/wiki/Bill_Borthwick,32114314,884389,2011-06-17,1987-06-07,2011,1987,Member of the Order of Australia,The Queen's Birthday 1987 Honours List,G,In recognition of service to the Victorian parliament and to the community,Australian politician,1,2001-01-15,2001,2011,3805,10,2011-W24,2001-W03,543
Bill Brown (cricketer),Male,Yes,OAM,QLD,2000-06-11,2000,Pre,https://en.wikipedia.org/wiki/Bill_Brown_(cricketer),1860614,1136729,2005-05-09,2000-06-11,2005,2000,Medal of the Order of Australia,The Queen's Birthday 2000 Honours List,G,"For service to cricket as a player, selector, coach and administrator.",Australian cricketer (1912-2008),1,2001-01-15,2001,2005,1575,4,2005-W19,2001-W03,225
Bill Casimaty,Male,Yes,AM,TAS,2009-01-25,2009,Post,https://en.wikipedia.org/wiki/Bill_Casimaty,61320285,1139687,2019-07-20,2009-01-25,2019,2009,Member of the Order of Australia,Australia Day 2009 Honours List,G,"For service to the horticultural industry through the development and implementation of innovative turf construction and management practices and through the development of irrigation schemes, to viticulture, and to the community.",Australian turf farmer,1,2009-01-25,2009,2019,3828,10,2019-W29,2009-W04,546
Bill Collins (racecaller),Male,Yes,OAM,VIC,1988-01-25,1988,Pre,https://en.wikipedia.org/wiki/Bill_Collins_(racecaller),4274139,883226,2006-03-05,1988-01-25,2006,1988,Medal of the Order of Australia,Australia Day 1988 Honours List,G,In recognition of service to the media as a broadcaster and journalist,Australian racecaller,1,2001-01-15,2001,2006,1875,5,2006-W09,2001-W03,267
Bill Collins (television presenter),Male,Yes,OAM,NSW,1987-01-25,1987,Pre,https://en.wikipedia.org/wiki/Bill_Collins_(television_presenter),4272426,883115,2006-03-04,1987-01-25,2006,1987,Medal of the Order of Australia,Australia Day 1987 Honours List,G,In recognition of service to the film industry and to television,Australian film critic,1,2001-01-15,2001,2006,1874,5,2006-W09,2001-W03,267
Bill Crews (minister),Male,Yes,AM,NSW,1999-01-25,1999,Pre,https://en.wikipedia.org/wiki/Bill_Crews_(minister),10364292,885798,2007-03-30,1999-01-25,2007,1999,Member of the Order of Australia,Australia Day 1999 Honours List,G,FOR SERVICE TO YOUTH AND THE DISADVANTAGED THROUGH THE UNITING CHURCH IN AUSTRALIA AND THE EXODUS FOUNDATION. AM S16 1999,Australian cleric,1,2001-01-15,2001,2007,2265,6,2007-W13,2001-W03,323
Bill Farmer (public servant),Male,Yes,AO,ACT,2005-06-12,2005,Post,https://en.wikipedia.org/wiki/Bill_Farmer_(public_servant),41757129,1135863,2014-01-27,2005-06-12,2014,2005,Officer of the Order of Australia,The Queen's Birthday 2005 Honours List,G,"For service to the community through contributions to Australia's international relations and to major public policy development including domestic security, border systems, immigration, multicultural affairs and Indigenous service delivery.",Australian public servant,1,2005-06-12,2005,2014,3151,9,2014-W05,2005-W23,450
Bill Fisher,Male,Yes,AO,NSW,1988-01-25,1988,Pre,https://en.wikipedia.org/wiki/Bill_Fisher,38864038,882255,2013-03-20,1988-01-25,2013,1988,Officer of the Order of Australia,Australia Day 1988 Honours List,G,In recognition of service to industrial relations,Australian judge (1926–2010),1,2001-01-15,2001,2013,4447,12,2013-W12,2001-W03,635
Bill Gammage,Male,Yes,AM,ACT,2005-06-12,2005,Post,https://en.wikipedia.org/wiki/Bill_Gammage,4888159,1135948,2006-04-25,2005-06-12,2006,2005,Member of the Order of Australia,The Queen's Birthday 2005 Honours List,G,"For service to education and to the community in the area of Australian history through teaching, writing and historical research.",Australian Professor of History,1,2005-06-12,2005,2006,317,1,2006-W17,2005-W23,45
Bill Glasson (surgeon),Male,Yes,AO,QLD,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Bill_Glasson_(surgeon),40336808,1137410,2013-08-24,2008-01-25,2013,2008,Officer of the Order of Australia,Australia Day 2008 Honours List,G,"For service to medicine through contributions to people in rural and remote areas, to the eye health of Indigenous people, and to professional medical organisations.",Australian ophthalmologist,1,2008-01-25,2008,2013,2038,5,2013-W34,2008-W04,291
Bill Grayden,Male,Yes,AM,WA,1994-01-25,1994,Pre,https://en.wikipedia.org/wiki/Bill_Grayden,18674590,884461,2008-08-01,1994-01-25,2008,1994,Member of the Order of Australia,Australia Day 1994 Honours List,G,In recognition of service to the Western Australian parliament and to the community,Western Australian politician,1,2001-01-15,2001,2008,2755,7,2008-W31,2001-W03,393
Bill Griggs,Male,Yes,AM,Other,2003-06-08,2003,Post,https://en.wikipedia.org/wiki/Bill_Griggs,9627948,1043767,2007-02-22,2003-06-08,2007,2003,Member of the Order of Australia,The Queen's Birthday 2003 Honours List,NA,"For service to medicine, particularly through trauma, emergency and intensive care management and education, and critical care retrieval and transport in Australia, and in support of the Australian Defence Force internationally.",Australian academic,1,2003-06-08,2003,2007,1355,4,2007-W08,2003-W23,193
Bill Hauritz,Male,Yes,AM,QLD,2005-01-25,2005,Post,https://en.wikipedia.org/wiki/Bill_Hauritz,58891114,1057637,2018-10-27,2005-01-25,2018,2005,Member of the Order of Australia,Australia Day 2005 Honours List,NA,"For service to the community, particularly through the establishment of the Woodford Folk Festival and leadership roles in organisations that provide a forum for the promotion of cross-cultural and artistic awareness.",NA,1,2005-01-25,2005,2018,5023,13,2018-W43,2005-W04,717
Bill Hayden,Male,Yes,AC,QLD,1989-02-15,1989,Pre,https://en.wikipedia.org/wiki/Bill_Hayden,322642,885258,2003-09-20,1989-02-15,2003,1989,Companion of the Order of Australia,NA,G,Citation does not appear in Gazette.,former Governor-General of Australia,1,2001-01-15,2001,2003,978,2,2003-W38,2001-W03,139
Bill Kelty,Male,Yes,AC,VIC,2008-06-08,2008,Post,https://en.wikipedia.org/wiki/Bill_Kelty,3549332,1138586,2005-12-29,2008-06-08,2005,2008,Companion of the Order of Australia,The Queen's Birthday 2008 Honours List,G,"For service to the trade union movement, particularly through the establishment of the universal system of superannuation, through improvements to productivity and conditions in the workplace and the development of youth training schemes.",Australian trade unionist,1,2008-06-08,2008,2005,-892,-3,2005-W52,2008-W23,-128
Bill Kirby,Male,Yes,OAM,ACT,2001-01-25,2001,Post,https://en.wikipedia.org/wiki/Bill_Kirby,5070389,886945,2006-05-09,2001-01-25,2006,2001,Medal of the Order of Australia,Australia Day 2001 Honours List,G,For service to sport as a gold medallist at the Sydney 2000 Olympic Games.,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",1,2001-01-25,2001,2006,1930,5,2006-W19,2001-W04,275
Bill Lane (publisher),Male,Yes,AO,Other,1993-03-01,1993,Pre,https://en.wikipedia.org/wiki/Bill_Lane_(publisher),27477488,882040,2010-05-26,1993-03-01,2010,1993,Officer of the Order of Australia,NA,HG,For service to Australian/American relations.,"American diplomat, philanthropist, magazine publisher",1,2001-01-15,2001,2010,3418,9,2010-W21,2001-W03,488
Bill Ludwig,Male,Yes,OAM,QLD,1997-01-25,1997,Pre,https://en.wikipedia.org/wiki/Bill_Ludwig,2744235,882003,2005-09-24,1997-01-25,2005,1997,Medal of the Order of Australia,Australia Day 1997 Honours List,G,OAM. FOR SERVICE TO INDUSTRIAL RELATIONS THROUGH THE AUSTRALIAN WORKERS' UNION. GAZ S13. AUST DAY 1997,Australian trade unionist,1,2001-01-15,2001,2005,1713,4,2005-W38,2001-W03,244
Bill McLennan,Male,Yes,AM,Other,1992-06-07,1992,Pre,https://en.wikipedia.org/wiki/Bill_McLennan,11197766,885339,2007-05-13,1992-06-07,2007,1992,Member of the Order of Australia,The Queen's Birthday 1992 Honours List,G,"AM/QB 1992 (GENERAL DIVISION) FOR PUBLIC SERVICE. CENTRAL STATISTICAL OFFICE, GREAT GEORGE STREET, LONDON SW1P 3AQ UNITED KINGDOM",Australian statistician,1,2001-01-15,2001,2007,2309,6,2007-W19,2001-W03,329
Bill Morrison (politician),Male,Yes,AO,NSW,1988-01-25,1988,Pre,https://en.wikipedia.org/wiki/Bill_Morrison_(politician),13416268,884964,2007-09-24,1988-01-25,2007,1988,Officer of the Order of Australia,Australia Day 1988 Honours List,G,AO AD 88. FOR SERVICE TO THE COMMONWEALTH PARLIAMENT AND TO INTERNATIONAL RELATIONS,Australian politician (1928-2013),1,2001-01-15,2001,2007,2443,6,2007-W39,2001-W03,349
Bill Muirhead,Male,Yes,AM,Other,2013-06-09,2013,Post,https://en.wikipedia.org/wiki/Bill_Muirhead,46778578,1147847,2015-05-23,2013-06-09,2015,2013,Member of the Order of Australia,The Queen's Birthday 2013 Honours List,G,For significant service to the community of South Australia through the promotion of international trade.,Advertising Executive,1,2013-06-09,2013,2015,713,2,2015-W21,2013-W23,101
Bill Neilson,Male,Yes,AC,Other,1978-06-05,1978,Pre,https://en.wikipedia.org/wiki/Bill_Neilson,2807476,884471,2005-10-01,1978-06-05,2005,1978,Companion of the Order of Australia,The Queen's Birthday 1978 Honours List,G,"AC QB 1978. FOR SERVICE TO POLITICS & GOVT. TASMANIA HOUSE, STRAND, LONDON",Australian politician; Premier of Tasmania (1925-1989),1,2001-01-15,2001,2005,1720,4,2005-W39,2001-W03,245
Bill Peach,Male,Yes,AM,NSW,1991-06-09,1991,Pre,https://en.wikipedia.org/wiki/Bill_Peach,40366526,883028,2013-08-27,1991-06-09,2013,1991,Member of the Order of Australia,The Queen's Birthday 1991 Honours List,G,AM/QUEENS BIRTHDAY 1991 (GENERAL DIVISION) FOR SERVICE TO THE MEDIA AND TO TOURISM,Australian television presenter and journalist,1,2001-01-15,2001,2013,4607,12,2013-W35,2001-W03,658
