AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010093,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Adrienne Louise LOWE,Adrienne Louise,LOWE,Narrabeen,NSW,2101,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Dee Why Surf Life Saving ClubBronze Medallion Training Officer, since 2003.Surf Rescue Training Officer, since 2003.Advanced Resuscitation Certificate Training Officer, since 2003.Patrol Captain, 2003-2015.Honorary Beach Inspector, 2003-2015.Assistant Chief Instructor, 2003-2004. Australia Day Co-ordinator, 2004-2010.Chief Instructor, 2004-2007.Member, Centenary Committee, 2006-2010.President, 2007-2010.Member, Club Building Committee, 2014-2019.WH&S Officer, since 2016.Patrol Long Service, 2013. Surf Life Saving Northern BeachesMember of the Board of Education and Assessment, since 2004.Surfcom Radio Operator for SNB, South Coast and Far South Coast, 2006-2016.Surf Sports Official, since 2006.Member, Board of Management, 2007-2010.Member, Finance Committee, 2008-2009.Member, Board of Education and Assessment- Bronze and Gold Medallion Advisor, 2010-2014.Member, Meritorious Award Committee, since 2011.Facilitator, Beach Management and Spinal Management, since 2011.Member, Selection Panel for Training Officer of the Year, since 2011.Member, Selection Panel for Assessor of the Year, since 2013.Member, Selection Panel for Facilitator of the Year, since 2014.Member, Selection Panel for Volunteer of the Year, 2012-2103.Branch Patrol Auditor, 2012-2013.Deputy Director, Board of Youth and Member Development, 2013-2017.Duty Officer, since 2013.Championships Sectional Referee- Patrol Competition, since 2014.Director of Education, since 2014. Surf Life Saving New South WalesVolunteer Presenter, Beach to Bush Program, since 2003.Presenter for Surf Lifesaving, Martine Museum, since 2008. Sectional Referee, Patrol Competition, Champion Lifesaver, since 2012.Chief Judge, U17 and U19 First Aid Competition, since 2012.Professional Development TAF presenter, since 2014.Member, Selection Panel for Training Officer of the Year, 2015-2018.Member, Selection Panel for Assessor of the Year, 2015-2018.Member, Selection Panel for Facilitator of the Year, 2015-2018.Member, Selection Panel for Community Education Program of the Year, 2015-2018.Warringah Council (now Northern Beaches Council)Member, Surf Club Advisory Panel.Member, Australia Day Committee.Member, Infrastructure and Development Committee. Salvation Army Red Shield AppealChair, Dee Why/Long Reef Area, since 2011.Fundraiser, Warringah Mall, 2004-2010. Community OtherAssistant Swimming Coach, North Sydney Masters Swimmers AUSSI, 2004-2010. ProfessionalFirst Aid Officer, St Pius X College, since 2012.Contract First Aid Officer, Training Aid Australia, 2011-2015.Level One Swimming Coach, Badger Swim School, 1999-2014.Community Care Worker, Wesley Gardens, Belrose, 1999-2004.Swimming Teacher, Carlile Swim School, 1981-1990."
2010094,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,The late Mr Laurence Hedley MARCH,Laurence Hedley,MARCH,Merewether,NSW,2291,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Merewether Surf Life Saving ClubPresident, Nippers Division, 1969-1974.Surf Board Captain, 1956-1964.Surf Boat Vice-Captain, 1953-1955.Chief Instructor, 1952.Author, Merewether Surf Club 75 Years.Life Member, 1963.Member, 1948-2021.  New South Wales Power Craft CommitteeChairman, 1973-1979.Member, Board of Examiners, 1973-1979. Director, Emergency Services and Power Boat Inspector, 1973-1979.Education Officer, 1977.  Hunter Surf Life Saving Founding Crew Member, Power Rescue Boat, 1970.Life Member.  Surf Lifesaving otherFounding Member and Crewman, Rescue Helicopter, 1976. Awards and Recognition include:Clubman of the Year, Swim Champion of the Year and Club Champion of the Year, Merewether Surf Club.Bronze Medallion, 1949. "
2010095,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Nicholas MARSHALL,Nicholas,MARSHALL,Mermaid Waters,QLD,4218,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Nobby's Beach Surf Life Saving ClubMember, since 2007.Head Coach, since 2007. Surf Life Saving -  OtherFounder and President, Albatross Nippers Program, since 2014.South Coast Branch representative Team Coach, 2016-2020.Nipper Head Coach, Kurrawa Surf Club, 2014-2017.Nipper Coach, Burleigh Heads Mowbray Park Surf Lifesaving Club, 2012-2014.Assistant Coach Australian Junior Lifesaving Team, Japan, 2016.Coach, Queensland High Performance Development Team, 2017-2020.Physiotherapist, Queensland Surf Lifesaving Team, since 2001.Physiotherapist, Australian Surf Lifesaving Team, since 2007.Event Creator, Kozii Ironman Challenge, since 2016. Australian Physiotherapy AssociationPresident, Australian Physiotherapy Association Branch Council for Queensland since 2021.Queensland Branch Council Member, since 2020.Committee Member, Queensland Sport and Exercise, since 2018.Level 1 Sports Presenter, since 2018. Physiotherapy - OtherPhysiotherapist, Swimming Australia, since 2019.Physiotherapist Australian Olympic Boxing Team.Physiotherapist, Gold Coast Suns, 2017.National Rugby League (NRL) Match Day Physiotherapist for Referees.Co-founding Principal Partner, Surf Life Physio, since 2009.Physiotherapist, Surf Life Saving Queensland, since 2001.Senior Physiotherapist, Tweed Heads Community Health Centre, 2000-2016. Awards and recognition include:Australian of the Year, Local Hero, Queensland Award, 2020.Churchill Fellowship Recipient, 2020 (The Rodney Warmington Scholarship).Westfield Local Hero Award, 2019.Australian Surf Lifesaving Community Education Program of the Year Award, 2019.Diversity and Inclusion Initiative of the Year, Volunteering Queensland, 2019.Andy Frizzell Award, (Service to Junior Activities Award), Surf Life Saving Queensland, 2019.AMP Tomorrow Maker Winner, 2018.Australian Physiotherapy Association award for outstanding contribution to the promotion of the profession, 2016."
2010096,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr John Clyde MAYO,John Clyde,MAYO,Islington,NSW,2296,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Cooks Hill Surf Life Saving ClubMember Services Officer, since 2013.Board and/or Committee Member, since 2005.Club Historian, and ANZAC ceremony coordinator, since 2010.Member, Fundraising, Disabilities, and Nippers Sub-committees, current.Coordinator and Facilitator, Same Wave (nippers) program, and the Assisted Swimming program, since 2013.Coordinator and Facilitator, Immigrant/Refugee program, since 2014.Coordinator and Facilitator, Indigenous Community Outreach program, since 2017. Life Member, since 2015.Member, since 2003. Awards and Recognition include:Lifesaver of the Year, Hunter Branch Surf Life Saving, 2018.Lifesaver of the Year, Cooks Hill Surf Life Saving Club, 2017, and 2006.10 Year National Patrol Service Award, Cooks Hill Surf Life Saving Club, 2016.President's Award for outstanding service, Cooks Hill Surf Life Saving Club, 2015.Administrator of the Year, Cooks Hill Surf Life Saving Club."
2010097,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,The late Mr David Sinclair RENTON,David Sinclair,RENTON,Ocean Grove,VIC,3226,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Ocean Grove Surf Life Saving ClubLife Member, 1989.Member, 1965-2020.The David Renton Patrol Tower named in his honour, 2020.Former Masters Competitor. Ocean Grove Branch, Disabled Surfers Association of AustraliaVice President, 2008-2020.Founding Member, 2008. The Bellarine PaddlersFounding Member, Vice President, and Coach, 2015-2020."
2010098,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr James Danforth  SMALL,James Danforth ,SMALL,Tweed Heads,NSW,2485,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Greenmount Surf Club/Tweed Heads and Coolangatta Surf Life Saving ClubVolunteer Surf Lifesaver, since 2005.Club Person of the Year, 2014/2015.Patrol Person of the Year, 2011/2012.Most Patrol Hours, 2009/2010/2011. Mollymook Surf Life Saving ClubFormer Volunteer Surf Lifesaver.Patrol Person of the Year, 2003/2004/2005.Most Patrol Hours, 2001/2002.Inaugural Quiet Achiever of the Year, 2000/2001.Most Patrol Hours, 2000/2001. Maroubra Surf Life Saving ClubFormer Volunteer Surf Lifesaver.Old and Bold Inductee (long service). Awards and recognition include:Queensland Long Service Award, 2017.Commendation for Brave Conduct, 2012.South Coast Lifesaver of the Year 2002/2003.Mayoral citation for fighting bushfires, Shoalhaven Shire 2002."
2010099,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Philippa May BLOOMFIELD,Philippa May,BLOOMFIELD,Turramurra,NSW,2074,Australia Day 2022 Honours List,G,,For service to youth through Girl Guides.,"Girl Guides NSW ACT & NTCoordinator, Breast Care Bag Service Project, since 2014.Learning Partner, 2014-2021.District Manager, West Pymble 2001-2014.District Manager, South Turramurra, 2001-2021National Trainer, World Association of Girl Guides and Girl Scouts, 1999-2004State Training Adviser and Chair, State Training Committee, 1996-2001 and 2003-2004.Member, Training Committee, 1996-2001 and 2003-2004.Member, National Committee, 1996-2004.Secretary, Jamboree, 1994.Member, State Appointments Committee, 1993.Member, Cub Scout, Program Review Committee, 1991.Acting Program Adviser, 1993.Member, State Executive, Girl Guides NSW.NSW/ACT Training team, 1988 - 2004.Brownie Guide Adviser and Chairman, Brownie Guide Committee, 1988-1992.State Brownie Guide Committee, 1986-1992.Warranted Brownie Leader, 1979.Leader, South Turramurra Brownie Guide Unit, 1979-2001.Assistant Brownie Guide Leader, 1978-1979. Turramurra Community Baptist ChurchMember and Reader, since 1999. St Andrews Presbyterian Church TurramurraSunday School Teacher/Fellowship Support, 1975-1979.Elder, Council of Elders, 5 years. Roseville Congregational ChurchSunday School Teacher, 1960-1966.Youth Fellowship Secretary - 1960-1965 Awards and Recognition include:Asia Pacific Award, World Association of Girl Guides and Girl Scouts, 2017.Emu Award, Girl Guides Australia, 2000.Wattle Award, Girl Guides Australia, 1992.40 year long service award 2018."
2010100,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr David BRYAR,David,BRYAR,Macleod,VIC,3085,Australia Day 2022 Honours List,G,,For service to youth through Scouts.,"Scouts VictoriaState Leader, Sailing and Sea Scouts, 2015-2019.Member, Camp Warringal Management Committee, since 2002. 1st Ivanhoe Sea ScoutsState Leader, Sea Scouts of the Adventurous Activity Group, current.Scout Leader, since 2010.Former Assistant Youth Leader, 1970s.Mentor, 1980-1986.Attendant, eight Jamborees.Probationary Assistance Leader, 1969. Awards and Recognition include:Long Service Award, Scouts Victoria, 2019.Silver Kangaroo, Scouts Victoria, 2017."
2010101,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Janet Alexandra BRYAR,Janet Alexandra,BRYAR,Macleod,VIC,3085,Australia Day 2022 Honours List,G,,For service to youth through Scouts.,"Scouts VictoriaDistrict Leader, Cub Scouts Banyule, since 2011.Leader, Banyule Delegation, World Jamboree Sweden, circa 2014.Committee Member, Camp Warringal, 12 years. 1st Ivanhoe Sea Scouts, Scouts VictoriaCub Leader, since 1980.Assistant Cub Scouts Leader, 1969-1970s.Former Welfare Leader. Awards and Recognition include:50 Year Long Service Award, Scouts Victoria, 2019.Silver Kangaroo, Scouts Victoria, 2010.Silver Emu, Scouts Victoria, 2003."
2010102,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr John Christopher CORNISH,John Christopher,CORNISH,Prospect,TAS,7250,Australia Day 2022 Honours List,G,,For service to youth through Scouts.,"Scouts Australia, Tasmanian BranchProject Commissioner Cycling, since 2015.Member, Training Team, since 2017.Chief Commissioner, 1998-2004.Chair, Council Committee, 2004-2015.President, 2009-2015.Life Member, since 2009.Regional Commissioner, Northern Region, 1993-1997.Venture Scout Leader, Queenstown Scout Group, 1980-1985.District Venture Scout Leader, Central North West Scout Group, 1971-1980.Venture Scout Leader, Central North West Scout Group, 1970-1971.Venture Scout Leader, Hobart 10th Scout Group, 1969-1970.Assistant Venture Scout Leader, Sandy Bay Scout Group, 1966-1969.Assistant Scout Leader, Blackmans Bay Scout Group, 1964-1966.Member, since 1964. Tasmanian External Branch, Scouts Australia, Tasmanian BranchBranch Commissioner, Tasmania Headquarters, 1997-1998.Branch Activity Leader, Training, 1991-1993.Branch Commissioner, Venture Scouts, 1988-1991.Assistant Branch Commissioner, Venture Scouts, 1985-1988. Scouts AustraliaMember, National Operations Committee, 1998-2004.Member, National Executive Committee, 2009-2015.ProfessionalDeputy Director, TAFE Launceston, 1990-1996.Principal, West Coast Community College, 1980-1990.Former Secretary, Technical Colleges Staff Society.Awards and Recognition include:Silver Kangaroo, Scouts Australia, 2004.Silver Emu, Scouts Australia, 2000."
2010103,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Cornelia Sjannete (Connie) MERRITT,Cornelia Sjannete (Connie),MERRITT,,NSW,,Australia Day 2022 Honours List,G,,For service to the community of New South Wales.,"Australian Army CadetsAdministration Officer, Headquarters New South Wales Brigade, current.Cadet Officer, since 2010.Life Member, 1999. St John AmbulanceOrganiser, ambulance support of Australian Army Cadets annual field exercises, 2000-2014.Various roles including Divisional Officer in Charge, Superintendent and Regional Staff Officer, 1994-2009.Involved with the establishment of the Singleton Adult Division, 1994-2012.New South Wales Member, since 1992.Trainer and Volunteer Ambulance Officer, Northern Territory, 1980s. Awards and recognition include:Officer of the Order of St John, 2010."
2010104,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Merridy Gaye THOMPSON,Merridy Gaye,THOMPSON,Casula,NSW,2170,Australia Day 2022 Honours List,G,,For service to youth through the Australian Air Force Cadets.,"3 Wing Australian Air Force CadetsOfficer Commanding, since 2020.Staff Officer Training, 2017-2020.Cadet Representative Group Mentor, current.Officer in Charge, Cadet Promotion Courses, over 30 occasions.Former Staff Officer Management ServicesFormer Finance Accounting OfficerFormer Public Affairs Officer.Former Executive Officer. 322 (City of Ryde) Squadron, Australian Air Force CadetsCommanding Officer, 1995-2020. Headquarters Australian Air Force Cadets Chief of Staff, 80th Anniversary Project, since 2020. Australian Air Force Cadets OtherInstructor of Cadets, since 1988.Former Cadet, No 7 Flight (City of Bankstown).Former Instructor, No 22 Flight West Ryde. ProfessionalSenior Workforce Educator, Leadership and Management, South Western Local Health District, since 2019.Workforce Development Consultant, Sydney South West Area Health Service, 2015-2019.Nurse Educator, Australian College of Nursing, 2010-2015.Nursing Officer, RAAF Specialist Reserve, current. Awards and Recognition include:Commander, Australian Air Force Cadets Commendation, 2008.Officer Commanding 3 Wing Australian Air Force Cadets Commendation, 2005.Australia Day Medallion, 2012."
